ind,lon,lat,genus,species,image_id_1
16362,1.11369770677366,51.1890068073909,"Fagus, Castanea, Pseudotsuga, Larix","Larix kaempferi, Fagus sylvatica, Pseudotsuga menziesii, Castanea sativa",20230707T105621_20230707T105914_T30UYB
16363,1.11023769989221,51.2068307865238,"Carpinus, Fagus, Fraxinus, Prunus, Acer","Fraxinus excelsior, Acer campestre, Fagus sylvatica, Carpinus betulus, Prunus avium",20230707T105621_20230707T105914_T30UYB
16364,1.09114822177733,51.3048588959732,"Betula, Fraxinus, Carpinus, Castanea","Castanea sativa, Fraxinus excelsior, Carpinus betulus",20230707T105621_20230707T105914_T30UYB
16365,0.981638772012236,51.8572631262027,"Quercus, Salix, Betula",Quercus robur,20230707T105621_20230707T105914_T30UYC
16366,0.954645997081233,51.9908797274269,"Acer, Quercus, Prunus","Acer pseudoplatanus, Quercus robur, Prunus avium",20230707T105621_20230707T105914_T30UYC
16367,0.863225017646932,52.4361870780836,"Pinus, Larix, Fagus, Pseudotsuga, Picea, Quercus","Quercus robur, Picea abies, Larix decidua, Fagus sylvatica, Pseudotsuga menziesii",20230707T105621_20230707T105914_T30UYD
16368,2.58820700816684,41.6704394160743,Prunus,Prunus avium,20220716T103641_20220716T104613_T31TDG
16369,2.58711936824277,41.6794286501585,"Corylus, Quercus, Prunus, Ilex","Prunus avium, Corylus avellana, Quercus ilex, Ilex aquifolium, Quercus suber",20220716T103641_20220716T104613_T31TDG
16371,2.55758897184331,41.9221023250406,"Corylus, Fagus, Prunus, Fraxinus, Castanea, Quercus","Fraxinus excelsior, Castanea sativa, Corylus avellana, Quercus ilex, Fagus sylvatica, Prunus avium",20220716T103641_20220716T104613_T31TDG
16372,2.55318702257406,41.9580481646365,"Fraxinus, Pinus, Pseudotsuga","Pseudotsuga menziesii, Fraxinus excelsior, Pinus pinaster",20220716T103641_20220716T104613_T31TDG
16373,2.54767469564077,42.0029783659958,"Quercus, Castanea","Quercus ilex, Castanea sativa",20220716T103641_20220716T104613_T31TDG
16374,2.5465709091364,42.0119641269778,"Populus, Quercus, Castanea","Populus tremula, Castanea sativa, Quercus petraea, Quercus ilex",20220716T103641_20220716T104613_T31TDG
16375,2.53107148985032,42.1377550378429,"Quercus, Acer, Castanea, Fagus","Acer campestre, Fagus sylvatica, Castanea sativa, Quercus pubescens",20220716T103641_20220716T104613_T31TDG
16376,2.52885019337087,42.1557236875099,"Quercus, Castanea","Quercus petraea, Quercus ilex, Castanea sativa",20220716T103641_20220716T104613_T31TDG
16377,2.52551491190159,42.1826759702302,Quercus,"Quercus ilex, Quercus petraea",20220716T103641_20220716T104613_T31TDG
16378,2.51325118863855,42.2814939234399,Quercus,"Quercus ilex, Quercus pubescens",20220716T103641_20220716T104613_T31TDG
16379,2.50765885843513,42.3264075068053,"Fraxinus, Acer, Corylus, Tilia, Crataegus, Quercus","Quercus ilex, Fraxinus excelsior, Quercus petraea, Corylus avellana, Acer campestre, Acer opalus, Crataegus monogyna",20230805T103629_20230805T103641_T31TDG
16380,2.49531613294385,42.4252093566376,"Castanea, Alnus, Prunus, Corylus, Fraxinus","Fraxinus excelsior, Corylus avellana, Castanea sativa, Alnus glutinosa, Prunus avium",20230805T103629_20230805T104919_T31TDH
16381,2.30221359734348,43.914918231316,"Quercus, Castanea","Quercus pubescens, Castanea sativa, Quercus petraea",20170705T105031_20170705T105605_T31TDJ
16382,2.27804967577897,44.0942419795682,"Quercus, Prunus","Quercus pubescens, Castanea sativa, Quercus robur, Prunus avium",20170705T105031_20170705T105605_T31TDJ
16383,2.17810707245091,44.8201688879405,"Pseudotsuga, Betula, Fagus, Pinus, Quercus, Castanea, Abies, Picea","Pseudotsuga menziesii, Fagus sylvatica, Pinus sylvestris, Castanea sativa, Picea abies, Quercus robur, Betula pendula, Abies alba",20170705T105031_20170705T105605_T31TDK
16384,2.01571293066288,45.9483648448631,"Fraxinus, Pseudotsuga","Pseudotsuga menziesii, Fraxinus excelsior",20220719T105041_20220719T105038_T31TDL
16385,1.98912509942744,46.1273335780489,"Betula, Quercus, Prunus, Pseudotsuga","Pseudotsuga menziesii, Quercus robur, Betula pendula, Prunus avium",20220714T104629_20220714T105250_T31TDM
16386,1.90111415183543,46.7087817702526,Quercus,Quercus petraea,20220714T104629_20220714T105250_T31TDM
16387,1.79216062530867,47.4061274955108,"Carpinus, Quercus","Carpinus betulus, Quercus robur, Quercus petraea",20170618T105621_20170618T110415_T31TCN
16388,1.77506467167909,47.5133745777787,"Quercus, Castanea","Quercus robur, Castanea sativa",20170618T105621_20170618T110415_T31TCN
16389,1.7722065241776,47.5312481519823,"Populus, Quercus","Populus tremula, Quercus robur",20170618T105621_20170618T110415_T31TCN
16391,1.58842172929927,48.6478277032368,"Alnus, Fraxinus","Fraxinus excelsior, Alnus glutinosa",20170618T105621_20170618T110415_T31UCP
16392,1.3875250882405,49.7991178889076,"Fagus, Quercus, Corylus, Acer","Acer pseudoplatanus, Fagus sylvatica, Quercus robur, Corylus avellana",20220811T105631_20220811T105631_T31UCR
16393,1.37788747779939,49.852642294827,"Prunus, Fraxinus, Corylus, Crataegus, Betula","Fraxinus excelsior, Betula pendula, Prunus avium, Corylus avellana, Crataegus monogyna",20220811T105631_20220811T105631_T31UCR
16394,1.12791292339471,51.1900968238569,"Larix, Picea, Castanea, Fagus, Betula, Pseudotsuga, Pinus","Larix kaempferi, Castanea sativa, Pseudotsuga menziesii, Picea abies, Fagus sylvatica",20230707T105621_20230707T105914_T30UYB
16395,1.12618603172368,51.199009082194,"Betula, Fraxinus, Castanea, Fagus, Pseudotsuga","Castanea sativa, Pseudotsuga menziesii, Fagus sylvatica, Fraxinus excelsior",20230707T105621_20230707T105914_T30UYB
16396,0.923749821288557,52.2146676093616,"Betula, Quercus, Fraxinus, Pinus, Salix","Fraxinus excelsior, Quercus robur",20230707T105621_20230707T105914_T30UYD
16397,0.868578398672945,52.4818374534306,"Fraxinus, Pinus, Betula, Populus, Larix, Acer, Salix","Acer pseudoplatanus, Fraxinus excelsior, Populus tremula, Larix kaempferi",20230707T105621_20230707T105914_T30UYD
16398,0.859303522980025,52.5263614760026,"Alnus, Salix, Betula, Quercus","Alnus glutinosa, Quercus robur",20230707T105621_20230707T105914_T30UYD
16399,0.801283403517362,52.8023834131147,"Acer, Quercus, Castanea","Acer pseudoplatanus, Quercus robur, Castanea sativa",20230707T105621_20230707T105914_T30UYD
16400,0.799396863151461,52.8112865773741,"Acer, Quercus, Castanea, Picea, Pinus","Quercus robur, Castanea sativa, Acer pseudoplatanus, Picea abies, Pinus sylvestris",20230707T105621_20230707T105914_T30UYD
16401,2.5946933485232,41.7162703109118,Quercus,"Quercus suber, Quercus ilex, Quercus petraea",20220716T103641_20220716T104613_T31TDG
16402,2.59360526858804,41.7252592226131,"Quercus, Eucalyptus",Quercus pubescens,20220716T103641_20220716T104613_T31TDG
16403,2.5848850344317,41.7971671214355,"Quercus, Populus, Salix","Populus nigra, Quercus ilex",20220716T103641_20220716T104613_T31TDG
16404,2.58270063538915,41.8151431548473,"Castanea, Quercus, Prunus","Quercus ilex, Castanea sativa, Prunus avium",20220716T103641_20220716T104613_T31TDG
16405,2.57832661545257,41.8510940947167,"Castanea, Populus, Quercus","Quercus pubescens, Castanea sativa, Populus nigra, Quercus ilex",20220716T103641_20220716T104613_T31TDG
16406,2.57613699076215,41.8690690019161,"Quercus, Populus, Eucalyptus","Eucalyptus camaldulensis, Quercus suber",20220716T103641_20220716T104613_T31TDG
16407,2.57284927997406,41.8960306603385,"Castanea, Pinus, Quercus","Quercus ilex, Pinus sylvestris, Castanea sativa",20220716T103641_20220716T104613_T31TDG
16408,2.56406279971072,41.9679243043465,"Castanea, Quercus, Pseudotsuga","Castanea sativa, Pseudotsuga menziesii, Quercus ilex",20220716T103641_20220716T104613_T31TDG
16409,2.55414441590428,42.0487975285307,"Ulmus, Acer, Quercus, Castanea","Quercus petraea, Acer campestre, Ulmus minor, Quercus ilex, Castanea sativa",20220716T103641_20220716T104613_T31TDG
16410,2.49162004696877,42.551841221623,"Abies, Fagus","Fagus sylvatica, Abies alba",20220716T103641_20220716T104613_T31TDH
16411,2.44838272591098,42.8930307511498,"Sorbus, Fagus","Sorbus aria, Fagus sylvatica",20220803T104629_20220803T104625_T31TDH
16412,2.4299775745549,43.0366511437986,"Quercus, Fagus, Acer","Quercus pubescens, Fagus sylvatica, Acer campestre, Quercus ilex",20220803T104629_20220803T104625_T31TDH
16413,2.42304475006127,43.0905029904695,Quercus,"Quercus ilex, Quercus pubescens",20220724T104629_20220724T104625_T31TDH
16414,2.32178453132572,43.8620381327942,"Quercus, Prunus, Corylus","Corylus avellana, Quercus pubescens, Quercus robur, Prunus avium",20170705T105031_20170705T105605_T31TDJ
16415,2.25389425138196,44.3640987167201,"Fagus, Castanea, Ilex, Quercus","Castanea sativa, Ilex aquifolium, Fagus sylvatica, Quercus petraea",20170705T105031_20170705T105605_T31TDK
16416,2.1956820184863,44.7852740647,"Castanea, Quercus, Betula","Quercus robur, Betula pendula, Castanea sativa",20170705T105031_20170705T105605_T31TDK
16417,2.1705613835381,44.9644442859009,"Corylus, Quercus, Salix, Pinus","Pinus sylvestris, Quercus robur, Salix caprea, Corylus avellana",20170705T105031_20170705T105605_T31TDK
16418,2.15285082584837,45.0898447692494,"Quercus, Carpinus, Pinus, Betula","Pinus sylvestris, Carpinus betulus, Betula pendula, Quercus robur",20170705T105031_20170705T105605_T31TDK
16419,2.12480779776878,45.286871916379,"Carpinus, Frangula, Crataegus, Pinus, Betula, Quercus","Crataegus monogyna, Quercus robur, Frangula alnus, Carpinus betulus, Pinus sylvestris, Betula pendula",20220719T105041_20220719T105038_T31TDL
16420,2.11711432419708,45.3406001183528,"Betula, Pinus, Castanea, Quercus","Quercus petraea, Pinus sylvestris, Betula pendula, Quercus robur, Castanea sativa",20220719T105041_20220719T105038_T31TDL
16421,2.07575012013062,45.6271041728101,"Quercus, Fagus","Quercus petraea, Fagus sylvatica",20220719T105041_20220719T105038_T31TDL
16422,2.04172428078804,45.8598318955648,"Pseudotsuga, Betula","Pseudotsuga menziesii, Betula pendula",20220719T105041_20220719T105038_T31TDL
16423,2.01263618232933,46.0567161421174,"Quercus, Salix, Populus",Quercus robur,20220714T104629_20220714T105250_T31TDM
16424,1.79396636054105,47.4786236583315,"Pinus, Quercus","Quercus robur, Pinus sylvestris",20170618T105621_20170618T110415_T31TCN
16425,1.55937932517963,48.8988354136332,"Fraxinus, Ulmus, Populus, Quercus","Ulmus minor, Fraxinus excelsior, Populus tremula, Quercus petraea",20220719T105041_20220719T105038_T31UCQ
16426,1.14557466763125,51.173359946113,"Quercus, Carpinus, Castanea, Betula, Fraxinus, Prunus, Corylus","Quercus robur, Corylus avellana, Carpinus betulus, Fraxinus excelsior, Prunus avium, Castanea sativa",20230707T105621_20230707T105914_T30UYB
16427,1.13867954254862,51.2090100527012,"Carpinus, Fraxinus, Pinus, Quercus, Fagus","Pinus sylvestris, Carpinus betulus, Quercus robur, Fagus sylvatica, Fraxinus excelsior",20230707T105621_20230707T105914_T30UYB
16428,1.11791461817552,51.3159553247952,"Acer, Castanea, Quercus, Fraxinus","Acer campestre, Fraxinus excelsior, Quercus robur, Castanea sativa",20230707T105621_20230707T105914_T30UYB
16429,1.01048149225364,51.8594784124019,"Betula, Quercus, Alnus","Quercus robur, Alnus glutinosa",20230707T105621_20230707T105914_T30UYC
16430,0.901651232842952,52.3939077986975,"Prunus, Castanea, Quercus, Acer, Fraxinus, Pseudotsuga","Quercus robur, Fraxinus excelsior, Pseudotsuga menziesii, Castanea sativa, Acer pseudoplatanus, Prunus avium",20230707T105621_20230707T105914_T30UYD
16431,0.899810091794862,52.4028134480015,"Fraxinus, Acer","Fraxinus excelsior, Acer pseudoplatanus",20230707T105621_20230707T105914_T30UYD
16432,0.873938446943279,52.5274874205324,"Alnus, Betula, Salix, Quercus","Quercus robur, Alnus glutinosa",20230707T105621_20230707T105914_T30UYD
16433,0.862795657288783,52.5809162097206,"Alnus, Fraxinus, Salix","Alnus glutinosa, Salix caprea, Fraxinus excelsior",20230707T105621_20230707T105914_T30UYD
16434,0.81600871155267,52.8035175010459,"Fraxinus, Larix, Acer","Acer pseudoplatanus, Fraxinus excelsior, Larix decidua",20230707T105621_20230707T105914_T30UYD
16435,0.810355087762637,52.8302276453614,"Populus, Alnus",Alnus glutinosa,20230707T105621_20230707T105914_T30UYD
16436,0.795237346316537,52.9014526039121,"Castanea, Fraxinus, Fagus, Pinus, Pseudotsuga, Acer, Quercus, Larix","Larix kaempferi, Quercus robur, Fagus sylvatica, Pseudotsuga menziesii, Castanea sativa, Fraxinus excelsior, Pinus sylvestris, Acer pseudoplatanus",20230707T105621_20230707T105914_T30UYD
16437,0.79334338118039,52.9103555101316,"Betula, Quercus, Fraxinus, Castanea, Pinus, Acer, Fagus","Castanea sativa, Quercus robur, Fagus sylvatica, Acer pseudoplatanus, Pinus sylvestris, Fraxinus excelsior",20230707T105621_20230707T105914_T30UYD
16438,2.60770844227199,41.7081654043547,"Pinus, Quercus","Quercus ilex, Quercus suber, Pinus pinea",20220716T103641_20220716T104613_T31TDG
16439,2.58481304041562,41.8969179306555,Populus,Populus nigra,20220716T103641_20220716T104613_T31TDG
16440,2.56944264203223,42.0227300228829,"Prunus, Quercus","Quercus ilex, Quercus suber, Prunus avium",20220716T103641_20220716T104613_T31TDG
16441,2.55730545939256,42.1215696123697,Quercus,"Quercus pubescens, Quercus ilex",20220716T103641_20220716T104613_T31TDG
16442,2.55177087881572,42.166493002424,"Acer, Quercus","Quercus pubescens, Acer opalus, Quercus ilex",20220716T103641_20220716T104613_T31TDG
16443,2.54733522948958,42.2024300567578,"Quercus, Crataegus, Acer, Populus","Acer opalus, Quercus pubescens, Populus tremula, Crataegus monogyna, Quercus petraea, Quercus ilex",20220716T103641_20220716T104613_T31TDG
16444,2.45366644804702,42.9477964913401,"Populus, Alnus, Quercus","Populus tremula, Alnus glutinosa, Quercus pubescens",20220803T104629_20220803T104625_T31TDH
16445,2.4467726512224,43.0016545640136,Acer,Acer campestre,20220803T104629_20220803T104625_T31TDH
16446,2.32455805801054,43.9347003294571,"Quercus, Fraxinus","Quercus pubescens, Fraxinus excelsior",20170705T105031_20170705T105605_T31TDJ
16447,2.17559569808929,45.0191333068621,"Pinus, Betula, Picea, Quercus","Betula pendula, Pinus sylvestris, Picea abies, Quercus petraea",20170705T105031_20170705T105605_T31TDK
16448,2.17306961726401,45.0370480124336,"Quercus, Ilex, Alnus","Alnus glutinosa, Ilex aquifolium, Quercus robur",20170705T105031_20170705T105605_T31TDK
16449,2.14514167881293,45.2340892682755,"Fagus, Ilex, Carpinus, Tilia","Carpinus betulus, Ilex aquifolium, Tilia cordata, Fagus sylvatica",20220719T105041_20220719T105038_T31TDL
16450,2.1220976105569,45.3952770909134,"Quercus, Salix, Pseudotsuga","Quercus robur, Salix caprea, Pseudotsuga menziesii",20220719T105041_20220719T105038_T31TDL
16451,2.07025369804453,45.7533841252004,Betula,Betula pendula,20220719T105041_20220719T105038_T31TDL
16452,2.01485617806597,46.1292680591814,"Populus, Quercus, Tilia, Fraxinus, Alnus","Tilia platyphyllos, Fraxinus excelsior, Populus tremula, Alnus glutinosa, Quercus robur",20220714T104629_20220714T105250_T31TDM
16453,1.93395900338001,46.6660227511743,"Quercus, Carpinus, Prunus, Castanea","Quercus petraea, Prunus avium, Castanea sativa, Carpinus betulus",20220714T104629_20220714T105250_T31TDM
16454,1.92849073652767,46.7017972781056,"Quercus, Carpinus","Carpinus betulus, Quercus petraea",20220714T104629_20220714T105250_T31TDM
16455,1.90238605205465,46.8717109547755,"Quercus, Carpinus","Carpinus betulus, Quercus robur, Quercus petraea",20220714T104629_20220714T105250_T31TDM
16456,1.77286351161338,47.6941003710684,"Quercus, Pinus","Pinus sylvestris, Quercus robur",20170618T105621_20170618T110415_T31TCN
16457,1.53610512171344,49.11410239925,"Populus, Quercus, Salix, Betula","Betula pendula, Populus tremula, Quercus petraea, Salix caprea",20220719T105041_20220719T105038_T31UCQ
16458,1.47694684736933,49.4532430897389,"Picea, Larix, Carpinus","Picea abies, Carpinus betulus, Larix decidua",20220719T105041_20220719T105038_T31UCQ
16459,1.0105994113659,51.9318530489494,"Quercus, Corylus, Prunus, Acer, Castanea","Castanea sativa, Prunus padus, Acer pseudoplatanus, Quercus robur, Corylus avellana",20230707T105621_20230707T105914_T30UYC
16460,0.855098366695845,52.6888974309822,"Fraxinus, Corylus, Quercus","Fraxinus excelsior, Corylus avellana, Quercus robur",20230707T105621_20230707T105914_T30UYD
16461,0.825089920102941,52.831360721077,"Alnus, Fraxinus, Betula, Populus","Alnus glutinosa, Fraxinus excelsior",20230707T105621_20230707T105914_T30UYD
16462,2.62829432143613,41.6371302283828,"Pinus, Prunus, Castanea, Quercus","Prunus avium, Pinus pinea, Quercus suber, Castanea sativa, Quercus ilex",20220716T103641_20220716T104613_T31TDG
16463,2.62396869628912,41.6730899122649,"Castanea, Quercus, Populus","Castanea sativa, Quercus ilex, Quercus suber, Populus tremula",20220716T103641_20220716T104613_T31TDG
16464,2.6087747439314,41.7989369103382,Quercus,"Quercus suber, Quercus ilex",20220716T103641_20220716T104613_T31TDG
16465,2.59786997743536,41.8888163463006,"Populus, Quercus, Castanea","Populus tremula, Quercus pyrenaica, Castanea sativa",20220716T103641_20220716T104613_T31TDG
16466,2.59459006522476,41.9157783527369,"Castanea, Quercus, Acer, Pinus, Ilex","Ilex aquifolium, Castanea sativa, Acer opalus, Quercus petraea, Pinus pinaster",20220716T103641_20220716T104613_T31TDG
16467,2.58911481659606,41.9607131645631,Castanea,Castanea sativa,20220716T103641_20220716T104613_T31TDG
16468,2.58472674505858,41.9966593383472,Castanea,Castanea sativa,20220716T103641_20220716T104613_T31TDG
16469,2.5704169890078,42.1134741538153,"Quercus, Fagus, Populus","Quercus ilex, Populus tremula, Quercus pubescens, Fagus sylvatica",20220716T103641_20220716T104613_T31TDG
16470,2.56268086181249,42.1763679721261,Quercus,"Quercus pubescens, Quercus ilex",20220716T103641_20220716T104613_T31TDG
16471,2.52030360638228,42.5177133283235,"Sorbus, Fagus, Abies, Pinus","Abies alba, Fagus sylvatica, Pinus mugo, Sorbus aria",20220716T103641_20220716T104613_T31TDH
16472,2.51974168432804,42.5222038406316,"Fagus, Abies","Fagus sylvatica, Abies alba",20220716T103641_20220716T104613_T31TDH
16473,2.4704177141697,42.9127927073512,"Sorbus, Fagus","Fagus sylvatica, Sorbus aria",20220803T104629_20220803T104625_T31TDH
16474,2.40562479224308,43.4153744509054,"Fagus, Quercus, Abies","Fagus sylvatica, Abies alba, Quercus petraea",20170705T105031_20170705T105605_T31TDJ
16475,2.39624721493251,43.487149714157,"Castanea, Pseudotsuga, Pinus","Pseudotsuga menziesii, Castanea sativa, Pinus sylvestris",20170705T105031_20170705T105605_T31TDJ
16476,2.37503493248695,43.6486241142428,"Fraxinus, Castanea, Pinus, Betula","Pinus sylvestris, Fraxinus excelsior, Betula pendula, Pinus pinaster, Castanea sativa",20170705T105031_20170705T105605_T31TDJ
16477,2.37029977355027,43.6845035839205,"Prunus, Castanea, Fraxinus, Quercus","Prunus avium, Castanea sativa, Fraxinus excelsior, Quercus robur",20170705T105031_20170705T105605_T31TDJ
16478,2.27883104421374,44.3659601403545,Castanea,Castanea sativa,20170705T105031_20170705T105605_T31TDK
16479,2.22951763038202,44.7244321670101,"Castanea, Fraxinus, Quercus, Crataegus, Populus, Corylus","Populus nigra, Quercus robur, Fraxinus excelsior, Castanea sativa, Crataegus monogyna, Corylus avellana",20170705T105031_20170705T105605_T31TDK
16480,2.22454079679948,44.7602723405372,"Fagus, Castanea","Castanea sativa, Fagus sylvatica",20170705T105031_20170705T105605_T31TDK
16481,2.22204925047757,44.778191951977,"Castanea, Betula, Quercus, Pinus","Castanea sativa, Pinus sylvestris, Quercus robur, Betula pendula",20170705T105031_20170705T105605_T31TDK
16482,2.17557614136163,45.1096480455976,"Quercus, Fagus, Ilex, Castanea, Carpinus","Fagus sylvatica, Quercus robur, Carpinus betulus, Castanea sativa, Ilex aquifolium",20170705T105031_20170705T105605_T31TDK
16483,2.07257365599247,45.8259497873621,"Betula, Picea, Alnus, Fraxinus, Salix","Salix caprea, Picea abies, Fraxinus excelsior, Betula pendula, Alnus glutinosa",20220719T105041_20220719T105038_T31TDL
16484,2.0117354412673,46.2376068600194,"Crataegus, Fraxinus, Betula, Quercus, Corylus, Prunus","Fraxinus excelsior, Crataegus monogyna, Quercus robur, Betula pendula, Corylus avellana, Prunus avium",20220714T104629_20220714T105250_T31TDM
16485,1.8710415223769,47.1588114774561,"Prunus, Robinia, Quercus","Quercus robur, Robinia pseudoacacia, Prunus avium",20220719T105041_20220719T105038_T31TDN
16486,1.7947061714726,47.6414810643201,"Salix, Betula, Quercus","Quercus robur, Betula pendula",20170618T105621_20170618T110415_T31TCN
16487,1.76596788486074,47.8201982869895,"Fraxinus, Populus",Fraxinus excelsior,20170618T105621_20170618T110415_T31TCN
16488,1.52498175419458,49.2579441069967,Quercus,Quercus petraea,20220719T105041_20220719T105038_T31UCQ
16489,1.47494481615416,49.5435185660664,Pseudotsuga,Pseudotsuga menziesii,20220719T105041_20220719T105038_T31UCQ
16490,1.18428305192743,51.1220507037691,"Prunus, Fraxinus, Quercus","Quercus robur, Prunus avium, Fraxinus excelsior",20230707T105621_20230707T105914_T30UYB
16491,1.14469352971192,51.3270457114543,"Fraxinus, Quercus","Fraxinus excelsior, Quercus robur",20230707T105621_20230707T105914_T30UYB
16492,0.916128086029357,52.4673945012908,"Prunus, Salix, Acer, Alnus, Betula, Fraxinus","Alnus glutinosa, Prunus padus, Fraxinus excelsior, Acer pseudoplatanus",20230707T105621_20230707T105914_T30UYD
16493,2.12055999447878,45.539963131813,"Salix, Picea, Frangula, Quercus, Betula, Castanea, Pseudotsuga","Castanea sativa, Frangula alnus, Betula pendula, Pseudotsuga menziesii, Picea abies, Quercus robur",20220719T105041_20220719T105038_T31TDL
16494,2.6239778451507,41.7728535588033,Castanea,Castanea sativa,20220716T103641_20220716T104613_T31TDG
16495,2.6185460372103,41.8177966080296,"Castanea, Pinus, Prunus, Quercus","Castanea sativa, Quercus suber, Pinus pinea, Prunus avium, Quercus ilex",20220716T103641_20220716T104613_T31TDG
16496,2.61201357705229,41.8717251736115,"Abies, Quercus","Quercus ilex, Abies alba, Quercus suber",20220716T103641_20220716T104613_T31TDG
16497,2.60655791672634,41.9166630738348,"Quercus, Castanea","Castanea sativa, Quercus petraea",20220716T103641_20220716T104613_T31TDG
16498,2.6010913670047,41.961598642885,"Castanea, Quercus","Quercus ilex, Castanea sativa",20220716T103641_20220716T104613_T31TDG
16499,2.59671026685159,41.9975454235732,"Pinus, Castanea","Pinus pinaster, Castanea sativa",20220716T103641_20220716T104613_T31TDG
16500,2.55696335305332,42.3209999667175,"Quercus, Acer","Acer opalus, Quercus pubescens, Quercus ilex",20230805T103629_20230805T103641_T31TDG
16501,2.55585106531635,42.3299831185441,"Populus, Fagus, Quercus","Populus tremula, Quercus pubescens, Fagus sylvatica",20230805T103629_20230805T103641_T31TDG
16502,2.54582034420007,42.4108273898347,"Fraxinus, Castanea","Castanea sativa, Fraxinus excelsior",20230805T103629_20230805T104919_T31TDH
16503,2.52564962963605,42.5724939224188,Populus,Populus alba,20220716T103641_20220716T104613_T31TDH
16504,2.47572195930835,42.9675567050761,"Quercus, Acer",Quercus pubescens,20220803T104629_20220803T104625_T31TDH
16505,2.39442825878201,43.5957165126621,"Prunus, Fraxinus","Fraxinus excelsior, Prunus avium",20170705T105031_20170705T105605_T31TDJ
16506,2.37551762237657,43.7392370245879,"Fraxinus, Quercus, Castanea, Prunus","Fraxinus excelsior, Quercus robur, Prunus avium, Castanea sativa",20170705T105031_20170705T105605_T31TDJ
16507,2.30591126412855,44.2593197989128,"Castanea, Fagus, Ilex, Quercus","Castanea sativa, Fagus sylvatica, Ilex aquifolium, Quercus robur",20170705T105031_20170705T105605_T31TDK
16508,2.19956161092846,45.02997467025,"Abies, Quercus, Pseudotsuga, Carpinus, Betula","Betula pendula, Carpinus betulus, Quercus robur, Abies grandis, Pseudotsuga menziesii",20170705T105031_20170705T105605_T31TDK
16509,2.19452118264786,45.0658048617075,"Betula, Pseudotsuga, Quercus, Castanea","Betula pendula, Castanea sativa, Quercus robur, Pseudotsuga menziesii",20170705T105031_20170705T105605_T31TDK
16510,2.17427423253212,45.2091132267201,"Quercus, Castanea","Castanea sativa, Quercus robur",20220719T105041_20220719T105038_T31TDL
16511,2.17173373306279,45.2270253828177,"Carpinus, Fagus, Castanea","Carpinus betulus, Fagus sylvatica, Castanea sativa",20220719T105041_20220719T105038_T31TDL
16512,2.16919108500354,45.2449372312528,"Castanea, Betula, Quercus","Betula pendula, Castanea sativa, Quercus robur",20220719T105041_20220719T105038_T31TDL
16513,2.12692491257188,45.5404386100286,"Abies, Pseudotsuga","Abies alba, Pseudotsuga menziesii",20220719T105041_20220719T105038_T31TDL
16514,2.12176138941642,45.5762513456158,"Abies, Picea","Picea abies, Abies alba",20220719T105041_20220719T105038_T31TDL
16515,2.11917633080526,45.5941572615187,"Salix, Betula, Pseudotsuga","Betula pendula, Pseudotsuga menziesii",20220719T105041_20220719T105038_T31TDL
16516,2.01661550585163,46.2922565997014,"Castanea, Betula, Quercus","Quercus robur, Castanea sativa, Betula pendula",20220714T104629_20220714T105250_T31TDM
16517,1.64390661585036,48.6429838406147,"Salix, Populus, Betula","Populus tremula, Salix caprea, Betula pendula",20170618T105621_20170618T110415_T31UCP
16518,1.49496896226372,49.5088646482303,"Quercus, Fraxinus, Carpinus, Betula, Fagus","Fraxinus excelsior, Quercus robur, Fagus sylvatica, Carpinus betulus, Betula pendula",20220719T105041_20220719T105038_T31UCQ
16519,1.20360288821035,51.0963906086816,Fraxinus,Fraxinus excelsior,20230707T105621_20230707T105914_T30UYB
16520,1.18992331439779,51.1676995479097,"Castanea, Acer, Prunus, Corylus, Fraxinus, Betula","Fraxinus excelsior, Prunus avium, Corylus avellana, Castanea sativa, Acer campestre",20230707T105621_20230707T105914_T30UYB
16521,1.18477995089001,51.1944395337521,"Fagus, Fraxinus, Acer","Fraxinus excelsior, Acer pseudoplatanus, Fagus sylvatica",20230707T105621_20230707T105914_T30UYB
16522,1.16585752342959,51.2924821226093,"Pseudotsuga, Pinus, Castanea, Larix","Pseudotsuga menziesii, Larix kaempferi, Castanea sativa, Pinus sylvestris",20230707T105621_20230707T105914_T30UYB
16523,1.16067949523611,51.3192199161045,"Fraxinus, Quercus, Acer, Carpinus","Acer campestre, Carpinus betulus, Quercus robur, Fraxinus excelsior",20230707T105621_20230707T105914_T30UYB
16524,0.999988475755814,52.1300478585134,"Quercus, Acer, Fraxinus, Populus, Picea","Quercus robur, Picea abies, Fraxinus excelsior, Populus tremula, Acer campestre",20230707T105621_20230707T105914_T30UYC
16525,0.936258688426723,52.4417948540907,"Salix, Fraxinus, Crataegus","Fraxinus excelsior, Crataegus monogyna",20230707T105621_20230707T105914_T30UYD
16526,0.934421645288997,52.4507010351549,"Salix, Fraxinus",Fraxinus excelsior,20230707T105621_20230707T105914_T30UYD
16527,0.921536898379945,52.5130429508384,"Salix, Alnus, Acer, Fraxinus, Quercus, Pinus","Alnus glutinosa, Pinus sylvestris, Quercus robur, Fraxinus excelsior, Acer pseudoplatanus",20230707T105621_20230707T105914_T30UYD
16528,2.6467322987071,41.6838397935885,"Quercus, Pinus","Pinus pinea, Quercus suber",20220716T103641_20220716T104613_T31TDG
16529,2.62288452635463,41.881595631421,"Quercus, Castanea","Castanea sativa, Quercus suber",20220716T103641_20220716T104613_T31TDG
