ind,lon,lat,type,five_types,image_id_1
8332,-93.72173824,70.22835478,31,3,20220704T181931_20220704T181929_T15WVU
8333,-150.4663784,69.62341216,23,2,20220710T220541_20220710T220543_T05WNT
8334,-94.56032913,73.31395243,1,1,20230723T184929_20230723T184923_T15XVB
8335,119.6203255,71.96651959,24,2,20230809T042711_20230809T042707_T50WNE
8336,-66.62929523,67.84846237,1,1,20220716T162839_20220716T162838_T19WER
8337,109.3463748,72.22898661,23,2,20230806T050659_20230806T050656_T49XDA
8338,-100.1184508,63.55674802,23,2,20200808T181919_20200808T182259_T14VMR
8339,112.2639951,75.48182718,3,1,20230808T054639_20230808T054641_T49XED
8340,-179.303648,68.4131411,24,2,20230708T235621_20230708T235619_T01WCR
8341,-117.8210968,68.77902889,22,2,20220704T195911_20220704T195909_T10WFB
8342,-24.54612033,76.61262216,1,1,20230627T150809_20230627T150959_T27XVF
8343,-162.8492633,64.53933571,24,2,20220717T224539_20220717T224536_T03WXM
8344,64.38509243,67.79005899,33,4,20230801T073619_20230801T073618_T41WNR
8345,-73.61045967,61.99332185,2,1,20200701T162901_20200701T163214_T18VWP
8346,-97.42649592,62.60443863,33,4,20230730T174911_20230730T175418_T14VNQ
8347,-74.22359664,59.91911085,33,4,20200805T162839_20200805T163611_T18VWM
8348,171.4765371,68.94818372,24,2,20200721T003609_20200721T003607_T59WNS
8349,-107.0336266,62.88462885,33,4,20200802T184921_20200802T185433_T12VXQ
8350,-97.97692406,68.94990302,22,2,20230629T181921_20230629T181920_T14WNB
8351,143.3722745,73.34518916,22,2,20230811T023539_20230811T023533_T54XWG
8352,101.3965193,73.60504339,23,2,20230729T054639_20230729T054641_T47XNB
8353,-77.09177011,64.3018812,2,1,20200811T164849_20200811T165525_T17WPM
8354,-108.1929406,68.32536668,22,2,20230626T185919_20230626T185919_T12WXA
8355,-159.8933677,68.12789871,24,2,20190708T224541_20190708T224536_T04WDA
8356,116.6935168,71.98824826,33,4,20220806T041559_20220806T041654_T49XFA
8357,89.4739942,77.2387026,21,2,20230726T071629_20230726T071623_T46XDL
8358,-72.50657487,59.88624832,33,4,20220625T160911_20220625T161225_T18VXM
8359,-105.4973474,68.22710565,2,1,20230621T185921_20230621T185920_T13WDR
8360,169.6712595,68.65978108,24,2,20230714T004651_20230714T004647_T58WFB
8361,-79.30206967,70.0851927,32,3,20220718T170859_20220718T171356_T17WNT
8362,148.7768669,70.1402668,24,2,20230812T020659_20230812T020656_T55WET
8363,65.30173637,67.3832884,33,4,20220801T073621_20220801T073622_T41WNQ
8364,178.9105877,68.10855196,33,4,20230708T235621_20230708T235619_T01WCR
8365,120.8752917,71.94494828,33,4,20220616T035551_20220616T035747_T50WPE
8366,-97.50661539,73.69898777,1,1,20230718T184921_20230718T184921_T14XNG
8367,176.3922112,69.45294942,24,2,20230717T000619_20230717T000616_T60WVC
8368,-107.8773433,66.4567027,5,1,20230803T190921_20230803T191504_T12WXU
8369,82.95745452,72.10319181,23,2,20230728T070631_20230728T070626_T44XNF
8370,68.01488391,66.92689494,33,4,20230803T072621_20230803T072620_T42WVV
8371,-106.9870226,64.58131754,5,1,20200802T184921_20200802T185433_T13WDM
8372,-23.76642263,70.96701883,33,4,20210730T133729_20210730T133724_T26WPD
8373,91.09305284,73.91842944,31,3,20230726T062631_20230726T062632_T46XDH
8374,140.6417635,75.21057753,1,1,20220721T030531_20220721T030532_T54XVJ
8375,102.5376252,77.29702843,21,2,20230807T061639_20230807T061635_T48XVL
8376,-83.88006966,77.57529399,1,1,20200725T183919_20200725T184000_T17XMG
8377,71.5576933,67.71428673,23,2,20220802T070631_20220802T070703_T42WWA
8378,-161.1431244,67.4556394,31,3,20230813T223541_20230813T223535_T03WXQ
8379,-161.6097088,60.48487585,43,5,20220810T222539_20220810T222536_T03VXH
8380,-47.91863517,61.2233637,32,3,20230708T143749_20230708T143751_T23VLJ
8381,-72.18168761,59.24314119,23,2,20200806T155829_20200806T160601_T18VXL
8382,82.79188613,69.90000663,34,4,20230805T062631_20230805T062632_T44WNC
8383,-98.53288332,65.75715347,2,1,20230727T182929_20230727T182923_T14WNT
8384,-70.06044233,65.55379756,2,1,20190701T160911_20190701T161051_T19WDN
8385,-173.334173,65.88243637,24,2,20220618T230541_20220618T230542_T01WFP
8386,-123.6155695,68.7773384,33,4,20230625T201851_20230625T201851_T10WDB
8387,177.0190641,69.48432899,24,2,20220712T000619_20220712T000615_T60WWC
8388,87.07282317,72.85366238,23,2,20230802T061641_20230802T061646_T44XPF
8389,104.6895533,77.34884642,3,1,20230807T061639_20230807T061635_T48XVL
8390,141.8230407,75.29329792,1,1,20220721T030531_20220721T030532_T54XWJ
8391,-92.37408728,68.15769489,23,2,20200810T180921_20200810T180922_T15WWR
8392,-50.59558002,63.27996343,1,1,20230724T145759_20230724T145825_T22VER
8393,-121.2202484,68.16271686,22,2,20210721T194859_20210721T194902_T10WEA
8394,-166.0533355,64.68262062,23,2,20230813T223541_20230813T223535_T03WVM
8395,-82.58012216,72.59289434,1,1,20230727T173911_20230727T173908_T16XFF
8396,157.9919294,70.92908319,23,2,20210803T013659_20210803T013654_T57WVU
8397,-110.6235314,66.60318157,33,4,20220801T191921_20220801T191921_T12WWU
8398,100.6508176,73.69306705,23,2,20230729T054639_20230729T054641_T47XNB
8399,-96.53474753,64.34085497,23,2,20220708T175921_20220708T180402_T14WPS
8400,-66.98315188,63.71046981,1,1,20220622T155921_20220622T160005_T20VLR
8401,175.776749,69.62094337,24,2,20230717T000619_20230717T000616_T60WVC
8402,-96.98149964,66.22751004,2,1,20220616T180919_20220616T181222_T14WNU
8403,94.37100556,74.25667104,31,3,20230726T062631_20230726T062632_T46XEH
8404,-75.09174199,81.39271577,3,1,20200727T191919_20200727T191913_T18XVR
8405,-125.3241036,72.26011093,41,5,20220616T204031_20220616T204228_T09XXA
8406,-94.91449573,76.63773925,1,1,20230715T192909_20230715T193001_T14XNL
8407,-88.43001296,67.53583298,2,1,20220722T173911_20220722T173914_T15WXQ
8408,-107.0289707,63.57176299,5,1,20200801T182919_20200801T182920_T12VXR
8409,-158.2682268,70.67174901,23,2,20190626T225539_20190626T225540_T04WED
8410,-102.7400309,78.60347623,1,1,20230707T200859_20230707T200857_T14XMN
8411,174.1236091,67.27667125,24,2,20230717T000619_20230717T000616_T59WPQ
8412,176.4595307,66.53542784,33,4,20230717T000619_20230717T000616_T60WVU
8413,-91.33948575,66.7580634,31,3,20220722T173911_20220722T173914_T15WWQ
8414,-114.4798431,75.70394473,1,1,20230726T203849_20230726T203844_T12XVK
8415,-101.809883,67.62382501,23,2,20230723T184929_20230723T184923_T13WFR
8416,176.3233019,68.41557182,3,1,20220802T002621_20220802T002618_T60WVA
8417,-51.42651903,64.62435563,32,3,20230806T150809_20230806T150909_T22WDS
8418,-93.49805386,66.84929915,31,3,20220616T180919_20220616T181222_T15WVQ
8419,-66.57377338,77.1927216,31,3,20200723T170901_20200723T170856_T20XML
8420,63.73893222,69.42188873,33,4,20220715T074621_20220715T074924_T41WNT
8421,-113.7742722,72.41913984,1,1,20230719T195901_20230719T195859_T11XNA
8422,-64.7479752,66.67103366,3,1,20220723T161839_20220723T162051_T20WMU
8423,106.2252754,74.01618769,23,2,20230807T052651_20230807T052649_T48XWH
8424,95.02463014,79.8211894,1,1,20200813T072619_20200813T072618_T47XMJ
8425,-70.76532033,70.13644648,2,1,20220715T165849_20220715T165850_T19WDT
8426,-21.23793651,81.50152569,1,1,20230707T164849_20230707T164907_T26XNR
8427,-100.6332889,64.24509588,33,4,20230803T181919_20230803T181956_T14WMS
8428,-118.2614874,68.54548716,23,2,20220704T195911_20220704T195909_T10WFB
8429,-84.47856359,65.41699342,2,1,20220810T171859_20220810T172432_T16WFT
8430,70.02119303,69.41154178,31,3,20230805T071619_20230805T071622_T42WWC
8431,-149.1085067,70.33771524,42,5,20220720T220541_20220720T220542_T06WVD
8432,-76.67677417,59.31160236,33,4,20200805T162839_20200805T163611_T18VVL
8433,80.5053073,71.60274548,23,2,20230808T063631_20230808T063708_T43WFV
8434,-155.8889805,68.74400716,24,2,20200719T223541_20200719T223537_T04WFB
8435,-89.88359264,67.72767404,23,2,20230727T173911_20230727T173908_T15WXR
8436,-116.513235,72.13893821,31,3,20230719T195901_20230719T195859_T11XNA
8437,82.81170286,70.7196901,43,5,20230805T062631_20230805T062632_T44WND
8438,-70.03988111,64.90402822,2,1,20220726T162839_20220726T163428_T19WDM
8439,-82.67015234,68.65933306,2,1,20220619T172911_20220619T172910_T16WFB
8440,-156.8221163,70.29831392,42,5,20220701T222539_20220701T222538_T04WED
8441,-99.4486982,64.92954896,5,1,20220617T182931_20220617T182946_T14WMT
8442,78.14339905,70.87110616,23,2,20230801T064631_20230801T064629_T43WFU
8443,-162.5303608,68.60618704,33,4,20210804T225539_20210804T225533_T03WWS
8444,49.89633573,67.27661461,23,2,20230811T082611_20230811T082605_T39WVQ
8445,-111.2373065,65.55886503,33,4,20230619T190919_20230619T190917_T12WVT
8446,-76.46979489,61.80945055,32,3,20230709T163841_20230709T164435_T18VVP
8447,59.37677291,68.33216889,23,2,20230812T075611_20230812T075613_T40WEA
8448,61.56044583,67.47756527,33,4,20220801T073621_20220801T073622_T41WMQ
8449,-92.16968973,80.96396726,21,2,20230717T200859_20230717T200857_T16XDR
8450,64.61209371,68.1367594,33,4,20230801T073619_20230801T073618_T41WNR
8451,-164.7730332,62.44498992,43,5,20190707T222539_20190707T222541_T03VWK
8452,-102.8989338,68.89159626,1,1,20220621T185919_20220621T185921_T13WES
8453,-109.3857093,67.22684913,5,1,20200801T191921_20200801T191916_T12WWV
8454,-96.44989235,64.90187665,23,2,20220708T175921_20220708T180402_T14WPT
8455,-67.72920584,63.88534597,31,3,20220622T155921_20220622T160005_T19VEL
8456,-155.1458864,68.45522146,24,2,20200621T222539_20200621T222535_T05WMS
8457,176.5736942,64.5101487,24,2,20210627T000609_20210627T000611_T60WVS
8458,-144.2413666,68.73288383,31,3,20210719T214531_20210719T214533_T06WXB
8459,-127.1734009,69.8629403,33,4,20230625T201851_20230625T201851_T09WWT
8460,-93.78383815,64.86021726,2,1,20200723T175919_20200723T180326_T15WVM
8461,104.1507585,73.57404524,23,2,20230806T055641_20230806T055638_T48XVG
8462,127.103317,72.71597633,23,2,20220717T041559_20220717T041654_T52XDF
8463,127.54359,72.3382005,23,2,20230810T035541_20230810T035540_T52XDF
8464,-91.6677595,63.81631518,2,1,20220617T173909_20220617T173932_T15VWL
8465,-121.6765594,72.82700333,22,2,20220731T204029_20220731T204023_T10XEF
8466,170.8698235,66.88993184,33,4,20220809T001621_20220809T001621_T59WMQ
8467,-70.59703279,65.91956399,2,1,20220621T162911_20220621T163228_T19WDP
8468,70.49642677,71.93154456,31,3,20230806T073621_20230806T073618_T42WWE
8469,-87.70622951,70.35497534,2,1,20220621T180931_20220621T181040_T15WXU
8470,-93.37274447,80.35819416,1,1,20220726T204031_20220726T204028_T14XNQ
8471,-70.59124016,66.06491724,42,5,20220621T162911_20220621T163228_T19WDP
8472,-179.5865826,68.68878569,31,3,20230708T235621_20230708T235619_T01WCS
8473,-77.30572554,64.45640001,22,2,20220725T165849_20220725T170454_T17WPM
8474,-101.3977516,65.65252568,2,1,20230727T182929_20230727T182923_T13WFN
8475,-117.3342372,70.73530235,1,1,20220617T200901_20220617T201251_T10WFD
8476,91.17131184,75.44278619,31,3,20230704T063629_20230704T063629_T46XDJ
8477,69.90916396,71.11712241,23,2,20220730T074619_20220730T074616_T42WWD
8478,-107.102729,71.32464416,31,3,20220619T190931_20220619T190925_T13WDV
8479,102.0923956,74.71478927,32,3,20230807T061639_20230807T061635_T48XVH
8480,-71.34995775,65.57382077,22,2,20220621T162911_20220621T163228_T18WXT
8481,-62.23842032,82.09704393,1,1,20220801T191921_20220801T191921_T19XEM
8482,-95.03935333,65.44564047,2,1,20230720T174911_20230720T175524_T14WPT
8483,-82.65215808,79.0841423,1,1,20220716T185931_20220716T185929_T16XEN
8484,-106.768977,65.75560134,23,2,20230630T183929_20230630T183923_T12WXU
8485,-86.67665437,75.22137287,1,1,20230728T184921_20230728T184922_T16XDJ
8486,-26.48886003,80.91709946,1,1,20230704T163839_20230704T163841_T26XNQ
8487,-108.5255415,70.11527817,22,2,20220617T191919_20220617T191914_T12WWC
8488,54.95933337,68.17457322,34,4,20230811T082611_20230811T082605_T39WXR
8489,-100.1246717,66.29836294,2,1,20220617T182931_20220617T182946_T14WMU
8490,-143.0675944,68.44037544,33,4,20210804T211519_20210804T211514_T07WDR
8491,63.83538504,68.58312559,23,2,20230801T073619_20230801T073618_T41WNS
8492,-175.5127386,67.08798321,24,2,20230629T232641_20230629T232636_T01WEQ
8493,-75.40515706,59.6675114,23,2,20200805T162839_20200805T163611_T18VVM
8494,-94.61401744,65.21190752,2,1,20230720T174911_20230720T175524_T14WPT
8495,-93.54515042,66.12102843,31,3,20220616T180919_20220616T181222_T15WVP
8496,168.9343093,67.93543517,33,4,20230714T004651_20230714T004647_T59WMR
8497,-81.51141592,68.73737142,23,2,20220619T172911_20220619T172910_T17WMS
8498,65.70807543,68.27156915,33,4,20220730T074619_20220730T074616_T41WPR
8499,-97.32138456,68.05971015,23,2,20220617T182931_20220617T182946_T14WNA
8500,169.9453519,66.81662991,33,4,20220809T001621_20220809T001621_T59WMQ
8501,119.3068819,72.27318,24,2,20230728T043709_20230728T043706_T50XNF
8502,-98.68635458,67.58650743,22,2,20230730T183929_20230730T184136_T14WNV
8503,-75.0798381,69.24375984,32,3,20220620T165901_20220620T170128_T18WVB
8504,-164.2780179,61.83861167,43,5,20190707T222539_20190707T222541_T03VWJ
8505,-75.63621527,59.10312022,33,4,20200805T162839_20200805T163611_T18VVL
8506,-93.65776664,74.1613329,1,1,20230728T184921_20230728T184922_T15XVC
8507,108.9597461,75.68006359,3,1,20230807T052651_20230807T052649_T49XDE
8508,-75.3408598,60.79342074,32,3,20200805T162839_20200805T163611_T18VVN
8509,-20.34021583,77.40045664,31,3,20230714T145759_20230714T145908_T27XWG
8510,-165.0625996,61.98466401,43,5,20190707T222539_20190707T222541_T03VVJ
8511,-49.43485411,82.26366819,1,1,20230720T192911_20230720T192910_T22XES
8512,-159.5650117,67.94410958,33,4,20190708T224541_20190708T224536_T04WDA
8513,-94.5299136,71.24203976,32,3,20220806T182931_20220806T182928_T14WPE
8514,168.1509365,67.74233792,3,1,20210712T005649_20210712T005716_T58WFA
8515,-90.37137544,64.82323582,2,1,20230710T174911_20230710T175432_T15WXM
8516,-98.17316569,76.43091364,1,1,20230715T192909_20230715T193001_T14XNK
8517,177.809559,68.70105483,3,1,20230812T235619_20230812T235619_T60WWB
8518,-93.99367656,63.81829707,2,1,20200718T175921_20200718T180015_T15VVL
8519,-119.4714387,72.4010607,31,3,20230725T201851_20230725T201852_T11XMA
8520,-83.65683355,70.78125385,2,1,20200723T175919_20200723T180326_T17WMU
8521,-146.0260308,68.22362194,4,1,20210712T215531_20210712T215532_T06WWA
8522,-114.8533265,70.10773249,31,3,20220619T195859_20220619T195900_T11WNT
8523,-25.48920056,80.56439061,31,3,20230704T163839_20230704T163841_T26XNQ
8524,-63.44458322,65.90465047,31,3,20200620T160829_20200620T161118_T20WMU
8525,87.15491409,75.100931,22,2,20230705T065631_20230705T065625_T45XWD
8526,70.51312823,69.75662478,22,2,20230805T071619_20230805T071622_T42WWC
8527,-124.2638952,72.24628964,23,2,20220616T204031_20220616T204228_T09XXA
8528,-132.7833182,69.00264557,33,4,20210803T205021_20210803T205024_T08WNB
8529,98.04050778,73.67809732,23,2,20230807T061639_20230807T061635_T47XMB
8530,-84.73841451,73.26888536,2,1,20230716T180921_20230716T180919_T16XEG
8531,-163.2966266,65.91770624,24,2,20190708T224541_20190708T224536_T03WWP
8532,-90.81413614,67.70710939,2,1,20230727T173911_20230727T173908_T15WWR
8533,-88.29492784,72.09477161,1,1,20230717T182919_20230717T183240_T15XXA
8534,100.7241671,76.33871957,22,2,20230808T063631_20230808T063708_T47XNE
8535,-66.05930202,82.79253266,1,1,20200726T204021_20200726T204024_T19XEM
8536,-95.44124211,62.90853392,33,4,20230730T174911_20230730T175418_T15VUK
8537,-151.8499116,69.97828391,23,2,20220710T220541_20220710T220543_T05WNT
8538,111.514414,74.28095117,22,2,20230705T051651_20230705T051654_T49XEC
8539,-177.4628305,65.84916245,3,1,20230717T233649_20230717T233652_T01WDP
8540,114.058847,73.10725833,23,2,20230807T043709_20230807T043705_T50XMG
8541,77.46850083,69.11922232,42,5,20230801T064631_20230801T064629_T43WES
8542,-123.8835636,69.20595316,23,2,20230625T201851_20230625T201851_T09WXS
8543,-179.4509437,71.14532782,21,2,20200712T000609_20200712T000612_T01WDU
8544,-94.38464849,61.59587975,33,4,20220727T173909_20220727T173908_T15VVJ
8545,-156.2914741,66.34756525,33,4,20190707T222539_20190707T222541_T04WFU
8546,172.4500019,68.51923991,24,2,20200721T003609_20200721T003607_T59WNS
8547,-111.1523927,77.73975446,1,1,20230709T205029_20230709T205026_T12XVM
8548,-110.808341,77.54549416,1,1,20230717T200859_20230717T200857_T12XVM
8549,-54.76629642,82.30908511,1,1,20220804T201859_20220804T201853_T21XWM
8550,-114.1885464,66.45955472,23,2,20230625T192909_20230625T192950_T11WPP
8551,-81.98115145,73.56886694,1,1,20200721T180921_20200721T180921_T17XMB
8552,-164.3138206,64.95369691,23,2,20210712T224539_20210712T224533_T03WWN
8553,-70.15142093,69.60356046,2,1,20220709T163839_20220709T163842_T18WXC
8554,-119.3615794,67.85250778,23,2,20220704T195911_20220704T195909_T11WMR
8555,-75.16346843,81.24629991,31,3,20230813T190921_20230813T190918_T18XVR
8556,-76.36870273,65.11552744,2,1,20220724T163851_20220724T164409_T18WVT
8557,179.0750773,70.97046681,22,2,20200720T001611_20200720T001614_T60WWD
8558,154.1622518,70.25798932,33,4,20230802T020659_20230802T020656_T56WNC
8559,-72.62566383,59.36934777,23,2,20200728T161911_20200728T162525_T18VXL
8560,59.61419071,66.90850537,23,2,20230801T073619_20230801T073618_T40WFV
8561,79.6336774,71.17339897,23,2,20230803T063629_20230803T063628_T44WMD
8562,-65.37866955,63.56040631,31,3,20220622T155921_20220622T160005_T19VFL
8563,-64.52339169,59.57889435,31,3,20220728T153559_20220728T153601_T20VMM
8564,-69.7108955,59.12810521,33,4,20230806T155911_20230806T155942_T19VDF
8565,-177.8504972,66.33429689,24,2,20230717T233649_20230717T233652_T01WDP
8566,-160.5875877,59.63843511,34,4,20190706T220541_20190706T220600_T04VDM
8567,-116.6304573,72.31397655,22,2,20230719T195901_20230719T195859_T11XNA
8568,54.37240091,67.20143758,34,4,20230811T082611_20230811T082605_T39WXQ
8569,-72.06719723,60.13360041,32,3,20220625T160911_20220625T161225_T18VXM
8570,-120.6594781,67.49309229,23,2,20200731T194911_20200731T195257_T10WEV
8571,-81.35148357,70.65056374,42,5,20230720T174911_20230720T174909_T17WMU
8572,169.8761857,68.74807056,24,2,20230714T004651_20230714T004647_T58WFB
8573,-93.64603355,68.66395915,22,2,20230729T181921_20230729T182413_T15WVS
8574,-88.65606402,68.39958604,2,1,20220705T174921_20220705T174921_T15WXS
8575,-179.1930705,66.85398155,33,4,20180706T234619_20180706T234621_T01WCQ
8576,178.2913445,63.21495937,33,4,20200722T233649_20200722T233650_T60VWR
8577,-88.1768229,64.63560979,2,1,20220701T171859_20220701T171859_T16WDS
8578,-87.56458401,72.15023585,1,1,20230718T175919_20230718T175916_T15XXA
8579,-88.08957489,76.48032254,1,1,20200809T183921_20200809T183924_T16XDK
8580,-74.93287261,61.58318307,23,2,20200812T161829_20200812T161832_T18VVP
8581,-109.1815371,64.69523975,24,2,20230703T184919_20230703T184922_T12WWS
8582,-121.8495365,76.29920981,1,1,20230617T210031_20230617T210027_T10XEK
8583,62.6946765,69.34276885,23,2,20230801T073619_20230801T073618_T41WMS
8584,-105.6047157,72.48023903,21,2,20230630T192911_20230630T192910_T12XXF
8585,-76.7939262,64.96157874,2,1,20220722T164849_20220722T164933_T17WPN
8586,-90.28384089,77.26623316,1,1,20230717T191911_20230717T191913_T15XWF
8587,71.12525632,68.38282602,43,5,20230803T072621_20230803T072620_T42WWA
8588,173.1884762,68.25945477,3,1,20200721T003609_20200721T003607_T59WNR
8589,-73.82535763,67.9432356,42,5,20220622T164849_20220622T165013_T18WWA
8590,-115.6360779,71.06081562,1,1,20220703T193909_20220703T193907_T11WNU
8591,-162.2322319,68.62805202,33,4,20210804T225539_20210804T225533_T03WXS
8592,175.6853953,62.48151487,33,4,20190709T235621_20190709T235620_T60VVQ
8593,122.846327,72.65667217,31,3,20230808T040549_20230808T040559_T50XPF
8594,-71.15515196,68.40607297,2,1,20220622T164849_20220622T165013_T18WXA
8595,-106.0596988,63.76428248,23,2,20200802T184921_20200802T185433_T13VDL
8596,158.9943141,68.95818505,43,5,20230812T011701_20230812T011657_T57WVS
8597,129.6569442,70.37298124,31,3,20230729T031521_20230729T031524_T52WED
8598,-113.1226418,72.11047388,31,3,20220709T195859_20220709T195900_T12XVF
8599,-115.6044934,73.14554357,31,3,20220617T200901_20220617T201251_T11XNB
8600,-164.095845,60.49957088,43,5,20190707T222539_20190707T222541_T03VWH
8601,-69.27170573,66.01695229,32,3,20220621T162911_20220621T163228_T19WDP
8602,-110.1296838,67.93925144,2,1,20230801T191919_20230801T191913_T12WWA
8603,-179.2996527,67.03813619,24,2,20180706T234619_20180706T234621_T01WCQ
8604,81.38362118,68.74866446,23,2,20230807T061639_20230807T061852_T44WNB
8605,74.23969782,70.40260904,22,2,20230802T070629_20230802T070625_T42WXD
8606,-141.8128561,68.59393686,31,3,20210804T211519_20210804T211514_T07WDS
8607,-77.85035649,70.89674235,2,1,20230728T170851_20230728T171017_T17WPU
8608,-114.5467116,72.92173864,31,3,20230719T195901_20230719T195859_T11XNA
8609,-114.0471521,72.6307768,21,2,20230719T195901_20230719T195859_T11XNA
8610,-91.00508601,73.53727005,1,1,20230728T184921_20230728T184922_T15XWB
8611,-122.6021927,73.65410027,23,2,20220718T202849_20220718T202849_T10XEG
8612,-118.2290047,68.96750261,31,3,20220704T195911_20220704T195909_T10WFB
8613,-124.6364702,72.71926676,22,2,20220616T204031_20220616T204228_T09XXA
8614,57.25326104,68.35806798,33,4,20230714T081609_20230714T081717_T40WEA
8615,92.34998675,75.04325997,31,3,20230704T063629_20230704T063629_T46XDJ
8616,70.96755022,67.77103091,23,2,20220802T070631_20220802T070703_T42WWA
8617,-85.64196486,71.45667345,32,3,20230728T175919_20230728T175916_T16WEE
8618,-123.3289989,72.51690995,22,2,20220616T204031_20220616T204228_T09XXA
8619,-62.55214005,67.13835451,31,3,20210615T160829_20210615T161119_T20WNV
8620,147.5477054,71.09316531,24,2,20220722T023541_20220722T023539_T55WEU
8621,-87.20310632,65.86240057,2,1,20220722T173911_20220722T173914_T16WDU
8622,-66.38501569,63.10561118,2,1,20220622T155921_20220622T160005_T19VFL
8623,20.98120215,77.49232711,1,1,20230706T121649_20230706T121651_T33XXG
8624,-93.78824848,74.02246339,1,1,20230728T184921_20230728T184922_T15XVC
8625,82.67214514,69.72881591,33,4,20230805T062631_20230805T062632_T44WNC
8626,-115.8712113,69.63319286,31,3,20220619T195859_20220619T195900_T11WNT
8627,66.29046556,68.15083249,33,4,20230805T071619_20230805T071622_T41WPR
8628,114.9118119,73.35234204,24,2,20230807T043709_20230807T043705_T50XMG
8629,-72.68567765,61.04645642,2,1,20230630T160901_20230630T160904_T18VXN
8630,-104.1947376,62.94027378,5,1,20220813T181931_20220813T182420_T13VEK
8631,-77.544584,60.74548328,33,4,20200805T162839_20200805T163611_T18VUN
8632,16.70803395,78.75194896,1,1,20230705T124709_20230705T124718_T33XWH
8633,-50.8385643,63.12383798,33,4,20210709T145921_20210709T145917_T22VDQ
8634,175.9213376,68.76303968,3,1,20230623T002609_20230623T002609_T59WPS
8635,177.4990617,64.22716944,43,5,20190709T235621_20190709T235620_T60WWS
8636,81.7306348,70.01493992,33,4,20230805T062631_20230805T062632_T44WNC
8637,-49.8453664,62.71525637,31,3,20230724T145759_20230724T145825_T22VEQ
8638,-115.738361,68.69191644,31,3,20230708T193909_20230708T193908_T11WNS
8639,128.7693167,72.29321881,42,5,20230810T035541_20230810T035540_T52XDF
8640,-165.3050922,66.10981648,43,5,20200619T223541_20200619T223538_T03WVP
8641,-122.3110421,69.15685684,22,2,20230704T195859_20230704T200519_T10WEB
8642,170.0619719,67.23499912,33,4,20190712T003611_20190712T003610_T59WMQ
8643,-110.5053096,66.0525615,23,2,20230726T185919_20230726T185920_T12WWU
8644,-173.243481,64.6447836,3,1,20200711T231601_20200711T231557_T01WFM
8645,169.3629035,68.08862379,3,1,20230714T004651_20230714T004647_T59WMR
8646,-112.8069778,65.45198657,33,4,20230714T190921_20230714T191059_T11WPN
8647,-117.2540707,67.78742643,33,4,20230625T192909_20230625T192950_T11WMR
8648,-140.2330509,69.3907104,31,3,20230710T211521_20230710T211516_T07WET
8649,-107.1125925,66.79715492,33,4,20230621T185921_20230621T190517_T13WDQ
8650,-26.37984014,68.72678635,1,1,20210623T134729_20210623T134726_T26WNB
8651,-25.15127415,81.18874404,1,1,20230707T164849_20230707T164907_T26XNR
8652,-63.26543518,58.3321358,34,4,20200805T153911_20200805T154513_T20VMK
8653,16.73732717,77.01253346,1,1,20230705T115651_20230705T115826_T33XWF
8654,-65.41136323,62.92698999,1,1,20210624T154911_20210624T154906_T19VFK
8655,-153.2969893,68.15365459,3,1,20210712T215531_20210712T215532_T05WMR
8656,-76.72610692,65.04913534,2,1,20220722T164849_20220722T164933_T17WPN
8657,-88.16582746,71.3735574,1,1,20230728T175919_20230728T175916_T16WDE
8658,-104.8127633,66.33434084,23,2,20230630T183929_20230630T183923_T13WDP
8659,-113.9685332,72.62155861,31,3,20230719T195901_20230719T195859_T11XNA
8660,-160.2859063,69.76653245,24,2,20190625T223541_20190625T223536_T04WDC
8661,88.07039731,72.30201127,33,4,20230807T061639_20230807T061635_T45XWA
8662,-99.65727486,73.43060308,31,3,20220731T185919_20220731T185921_T14XMG
8663,-64.70086359,59.41846179,31,3,20200805T153911_20200805T154513_T20VLL
8664,-160.6008374,69.61269586,24,2,20190625T223541_20190625T223536_T04WDC
8665,100.8433742,72.38646524,23,2,20230807T052651_20230807T052649_T47XNA
8666,-74.75831594,59.36136959,23,2,20200805T162839_20200805T163611_T18VWL
8667,-64.2221812,59.48986365,3,1,20220728T153559_20220728T153601_T20VMM
8668,-162.2995722,68.57853546,33,4,20210804T225539_20210804T225533_T03WXS
8669,-159.4915377,69.61368053,33,4,20190625T223541_20190625T223536_T04WDC
8670,-114.8874117,69.69945672,1,1,20230626T194901_20230626T194904_T11WNT
8671,-107.7017454,66.04608513,5,1,20230630T183929_20230630T183923_T12WXU
8672,178.0564984,63.78455519,34,4,20200722T233649_20200722T233650_T60VWR
8673,83.79981395,72.86617325,23,2,20230728T070631_20230728T070626_T44XNF
8674,-111.093155,64.52671486,33,4,20230703T184919_20230703T184922_T12WVS
8675,-91.39233162,66.51870599,2,1,20220722T173911_20220722T173914_T15WWP
8676,99.22988624,73.91151068,23,2,20230810T053651_20230810T053645_T47XMC
8677,-120.7215252,72.7891912,22,2,20220731T204029_20220731T204023_T10XEF
8678,-91.02452335,65.16057111,31,3,20230727T173911_20230727T173908_T15WWN
8679,-163.6465661,67.30187355,24,2,20190708T224541_20190708T224536_T03WWQ
8680,-69.20072869,58.87256238,33,4,20230806T155911_20230806T155942_T19VDF
8681,-166.3766229,60.30726488,33,4,20190707T222539_20190707T222541_T03VVG
8682,84.96278614,69.7164704,34,4,20230813T063629_20230813T063748_T45WVT
8683,86.88137512,71.23666536,23,2,20230804T060639_20230804T060635_T45WVV
